review_id,business_name,stars,date,text,reviewer_reviews_count,is_local_guide,likes_count,source,date_parsed,clean_text,has_text,text_length,meal_type,price_range,mention_id,sentiment,main_topic,text_reference,urgency,is_actionable,classification_confidence,classified_at,model_used
Ci9DQUlRQUNvZENodHljRjlvT2xONFNsSTVXVU5tWVdoRGJYZHhWMVJKV0RsWU5VRRAB,IDA Restaurant Bar,5,2026-04-24T04:26:16.468Z,,30,True,0,google_maps,2026-04-24,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xsRE1Fc3pURVZYYUc1RFUySTFlRVV6ZVVRMlRFRRAB,IDA Restaurant Bar,5,2026-04-23T18:38:53.376Z,,8,True,0,google_maps,2026-04-23,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25ack1UbGFaR2RTVW05S2FVbzJkbUkxY0haSFoxRRAB,IDA Restaurant Bar,4,2026-04-14T10:14:13.117Z,,29,True,0,google_maps,2026-04-14,,False,0,Desayuno,"$1-10,000",,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2s1Nk5uaDZObTh0Y1ZkNU9EVm5SMTgwUlZVNVZtYxAB,IDA Restaurant Bar,5,2026-04-11T02:56:36.701Z,,18,True,0,google_maps,2026-04-11,,False,0,Brunch,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT21sNmVVYzRibDh6ZGxGRFUyZExPWFY1TVVadmJXYxAB,IDA Restaurant Bar,5,2026-03-31T02:42:19.298Z,,0,False,0,google_maps,2026-03-31,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xoRVRpMUZiMUJxVUZoUk1raGpjVGxhVmkxTWNGRRAB,IDA Restaurant Bar,5,2026-03-27T23:10:24.948Z,,1,False,0,google_maps,2026-03-27,,False,0,Brunch,"$10,000-20,000",,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xjM01uZ3hjazFTYWxZMVJXaFdNVnB0VUhkTlUxRRAB,IDA Restaurant Bar,5,2026-03-27T02:16:55.036Z,,1,False,0,google_maps,2026-03-27,,False,0,,"Más de $100,000",,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xObmRIVnZPWFpyWTJJMlZtOHhYMmhqT1hkbFQwRRAB,IDA Restaurant Bar,5,2026-03-25T15:58:43.247Z,,51,True,0,google_maps,2026-03-25,,False,0,Brunch,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pnMWFHUlBRUzB0VWxONllXMDBWR3RWVFd4M2FVRRAB,IDA Restaurant Bar,5,2026-03-21T13:48:35.071Z,,2,False,0,google_maps,2026-03-21,,False,0,,"$80,000-90,000",,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT200MlgwUTBiMHRQT1VkUmFIQjFORWd6ZERRMVlVRRAB,IDA Restaurant Bar,5,2026-03-19T21:52:34.517Z,,8,True,0,google_maps,2026-03-19,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xsbGNUaEpVVGhCZFVkSGNqQkJjVFU1YldoeWRrRRAB,IDA Restaurant Bar,5,2026-03-17T19:22:01.130Z,,3,True,0,google_maps,2026-03-17,,False,0,Cena,"$50,000-60,000",,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2tselkxQXplR2QzY2tSaGJURmZjVjlyTlY5U1ltYxAB,IDA Restaurant Bar,5,2026-03-12T01:22:13.376Z,,1,False,0,google_maps,2026-03-12,,False,0,Cena,"$80,000-90,000",,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xSUlVYbHZUbWxuTUVZdGJWQktWMVoxWWkxMGNWRRAB,IDA Restaurant Bar,5,2026-03-07T13:09:58.905Z,,30,True,0,google_maps,2026-03-07,,False,0,Cena,"$30,000-40,000",,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2tkSWVETnBaRmhXUTI4elRUSXlXbU5QWDFKUlQyYxAB,IDA Restaurant Bar,5,2026-03-05T02:48:41.703Z,,0,False,0,google_maps,2026-03-05,,False,0,Cena,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2t4UVVIcHZOamhoWm1VeGF5MVRkR0ptTVVScFNuYxAB,IDA Restaurant Bar,5,2026-03-05T00:24:55.884Z,,1,True,0,google_maps,2026-03-05,,False,0,Cena,"$60,000-70,000",,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25kdFFUbFdXSFJCVUVvdFoyTlhVRFpCVkc5WVVHYxAB,IDA Restaurant Bar,5,2026-02-26T00:23:16.413Z,,29,True,0,google_maps,2026-02-26,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pkdVRFbGxia1ZEYVROV01XcHJWR0ZRVjNkcU5XYxAB,IDA Restaurant Bar,4,2026-02-25T02:47:17.229Z,,31,True,0,google_maps,2026-02-25,,False,0,Almuerzo,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25sSWRYbFhWbGN6Y0ZoMFUwaG5iMWswYkUxeWJWRRAB,IDA Restaurant Bar,5,2026-02-16T22:02:19.145Z,,1,False,0,google_maps,2026-02-16,,False,0,Desayuno,"$1-10,000",,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT201M1NGWkpjUzAzVW1kWlRIWllRMmRFUldNMFFVRRAB,IDA Restaurant Bar,5,2026-02-16T02:14:28.763Z,,11,True,0,google_maps,2026-02-16,,False,0,Cena,"$50,000-60,000",,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT205bWJIaHJjbE5WUmxJME5YZEplVWh5UmpCWmFFRRAB,IDA Restaurant Bar,5,2026-02-15T11:40:46.901Z,,0,False,0,google_maps,2026-02-15,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT21kTlNEZElSMlprUW05UWNEQnBhbWh6TXpGUVRYYxAB,IDA Restaurant Bar,5,2026-02-08T14:08:33.814Z,,4,False,0,google_maps,2026-02-08,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pWSk5rMDRORXh1YURaNWRsSkJlbk5pZG5aM1ZIYxAB,IDA Restaurant Bar,5,2026-02-04T12:33:53.559Z,,5,False,0,google_maps,2026-02-04,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xkWk5tRk1XR3h0VnkxQ2NFcGxVblJ0V213eWRuYxAB,IDA Restaurant Bar,5,2026-01-27T21:33:19.492Z,,13,False,0,google_maps,2026-01-27,,False,0,Desayuno,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25kdVdWaENhVGxVWDFsTExUUkVVR0pwZURaWGRWRRAB,IDA Restaurant Bar,5,2026-01-25T06:31:24.041Z,,0,False,0,google_maps,2026-01-25,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25SSlFuQm9XR1pLVldaRmJUSmhNMFV5TVVORVZrRRAB,IDA Restaurant Bar,4,2026-01-18T19:18:01.006Z,,18,True,0,google_maps,2026-01-18,,False,0,Cena,"$40,000-50,000",,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2tZM01FSm5WRGRDU0dkdWEyTllTVE5qYlVsdFJFRRAB,IDA Restaurant Bar,5,2026-01-17T03:59:33.806Z,,21,True,0,google_maps,2026-01-17,,False,0,,"Más de $100,000",,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2tvMGJYZExUR3g2U1Mxd1RYZEhNMVZxVEZOalpYYxAB,IDA Restaurant Bar,1,2026-01-16T02:12:25.902Z,,2,False,0,google_maps,2026-01-16,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pKSVlrSnZhRVZzZWw4MFozcG1WemM1VFVsWlprRRAB,IDA Restaurant Bar,4,2026-01-15T14:39:25.335Z,,5,False,0,google_maps,2026-01-15,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pKTloxSjNkaTF6T0VOSmFreFFjVGx5T1VJMloyYxAB,IDA Restaurant Bar,5,2026-01-13T18:02:34.642Z,,6,True,0,google_maps,2026-01-13,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2tWSFkwVnlRbWRCZEhCcGNuaG1hbmR3U1RKamNWRRAB,IDA Restaurant Bar,2,2026-01-13T17:59:50.181Z,,6,False,0,google_maps,2026-01-13,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25GbVVTMXpVMUpDYjE4M1lXbEhUMmd0UTBrNWFYYxAB,IDA Restaurant Bar,5,2026-01-06T10:31:10.480Z,,0,False,0,google_maps,2026-01-06,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2w5emFXMTJkeTAxUW5jNFJuZHJRMjFhZEdjMlIyYxAB,IDA Restaurant Bar,5,2026-01-05T21:59:48.257Z,,4,True,0,google_maps,2026-01-05,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25aaU5IZFVhV2xpVVZneFJIbEJTR1J5ZDFKUGFsRRAB,IDA Restaurant Bar,5,2026-01-03T01:22:19.129Z,,16,True,0,google_maps,2026-01-03,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2tvMVFVcFVkekpPT1U1SVltYzRaVVJSVFVob1FXYxAB,IDA Restaurant Bar,1,2025-12-28T02:32:08.219Z,,10,False,0,google_maps,2025-12-28,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xWT2NHdE5SRlp3VVZSVmMzUmpSR3RZVEVwc2IzYxAB,IDA Restaurant Bar,5,2025-12-19T14:00:59.666Z,,21,True,0,google_maps,2025-12-19,,False,0,Cena,"Más de $100,000",,,,,,,,,
