review_id,business_name,stars,date,text,reviewer_reviews_count,is_local_guide,likes_count,source,date_parsed,clean_text,has_text,text_length,meal_type,price_range,mention_id,sentiment,main_topic,text_reference,urgency,is_actionable,classification_confidence,classified_at,model_used
Ci9DQUlRQUNvZENodHljRjlvT21sbWMweDZkM1pxUkdaU01HeFBMVUZ1ZFRneVVWRRAB,MADE,4,2026-01-15T17:42:36.901Z,,197,True,0,google_maps,2026-01-15,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25SSlVFeG9Zek51Ym01ZlZqbEtRVTFPVWxZMFFWRRAB,MADE,5,2025-12-24T20:53:43.946Z,,0,False,0,google_maps,2025-12-24,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUNyb096cnd3RRAB,MADE,5,2024-07-03T03:12:03.304Z,,1,True,0,google_maps,2024-07-03,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUN6b0tXdVFREAE,MADE,5,2024-05-29T20:42:39.913Z,,12,True,0,google_maps,2024-05-29,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUQ5OVpxYlB3EAE,MADE,5,2024-03-19T15:29:05.834Z,,7,False,0,google_maps,2024-03-19,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUN0eWViVlZREAE,MADE,1,2024-01-30T20:39:30.526Z,,0,False,0,google_maps,2024-01-30,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUNOazZDWmZBEAE,MADE,5,2024-01-17T13:42:03.639Z,,8,False,0,google_maps,2024-01-17,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUNWMGFHMkxREAE,MADE,5,2023-12-07T18:19:12.292Z,,4,True,0,google_maps,2023-12-07,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUNsdTdIbUhnEAE,MADE,4,2023-11-28T00:01:27.893Z,,7,True,0,google_maps,2023-11-28,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSURKMmJiZE5BEAE,MADE,5,2023-07-20T03:24:51.233Z,,2,True,0,google_maps,2023-07-20,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSURSa0tfSHRBRRAB,MADE,5,2023-04-15T17:38:04.857Z,,11,False,0,google_maps,2023-04-15,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUNSeXZEUW5nRRAB,MADE,5,2023-03-29T20:49:17.838Z,,1,False,0,google_maps,2023-03-29,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUNHM2J5TU5nEAE,MADE,5,2023-02-11T20:36:00.452Z,,11,True,0,google_maps,2023-02-11,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUN1cy02TF93RRAB,MADE,4,2022-08-05T19:45:53.504Z,,18,True,0,google_maps,2022-08-05,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSURPc3BQaG5nRRAB,MADE,5,2022-07-01T21:28:55.190Z,,2,False,0,google_maps,2022-07-01,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUQyanBtQXdBRRAB,MADE,5,2022-05-14T21:46:29.477Z,,11,False,0,google_maps,2022-05-14,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUMyenRDV0l3EAE,MADE,5,2022-04-20T21:32:50.317Z,,2,False,0,google_maps,2022-04-20,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSURXdW9ldjBnRRAB,MADE,5,2022-03-22T02:23:59.299Z,,8,False,0,google_maps,2022-03-22,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSURtcGV2R3JBRRAB,MADE,5,2022-02-03T22:47:11.715Z,,6,True,0,google_maps,2022-02-03,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSURtdHN6ZUx3EAE,MADE,1,2022-01-27T20:07:24.470Z,,55,True,0,google_maps,2022-01-27,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSURHbXJ5MWN3EAE,MADE,5,2021-11-24T20:20:55.362Z,,3,False,0,google_maps,2021-11-24,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSURHcE5PeEJ3EAE,MADE,5,2021-11-18T20:30:00.608Z,,32,True,0,google_maps,2021-11-18,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUNHbDZMd0pREAE,MADE,5,2021-11-11T22:45:26.136Z,,6,False,0,google_maps,2021-11-11,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUNHb19pRnZnRRAB,MADE,5,2021-11-08T03:30:18.019Z,,5,False,0,google_maps,2021-11-08,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUNHalktZHl3RRAB,MADE,5,2021-11-05T21:22:34.772Z,,2,False,0,google_maps,2021-11-05,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUNHNWVEczJRRRAB,MADE,5,2021-11-04T14:18:58.187Z,,12,True,0,google_maps,2021-11-04,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUQ2dlptUmhBRRAB,MADE,4,2021-10-08T18:52:33.644Z,,11,True,0,google_maps,2021-10-08,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUM2ay1yYm53RRAB,MADE,5,2021-09-12T01:32:19.700Z,,64,True,0,google_maps,2021-09-12,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUNLa3VqVDB3RRAB,MADE,5,2021-08-10T15:59:10.353Z,,2,True,0,google_maps,2021-08-10,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUNhMG8yZGlRRRAB,MADE,5,2021-07-27T14:41:16.533Z,,2,False,0,google_maps,2021-07-27,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUNheUx2bUxnEAE,MADE,5,2021-07-22T15:36:27.672Z,,7,True,0,google_maps,2021-07-22,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSURxbmJlV2dRRRAB,MADE,5,2021-07-15T00:50:17.126Z,,15,True,0,google_maps,2021-07-15,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSURxeU9ia2ZREAE,MADE,5,2021-06-26T22:16:29.652Z,,0,False,0,google_maps,2021-06-26,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSURDai1iWHlBRRAB,MADE,5,2021-06-26T16:11:33.266Z,,5,False,0,google_maps,2021-06-26,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSURxd0xiQ2ZBEAE,MADE,5,2021-06-24T22:53:41.339Z,,10,False,0,google_maps,2021-06-24,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSURLbjRtZ1R3EAE,MADE,5,2021-05-21T15:00:24.403Z,,1,False,0,google_maps,2021-05-21,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUNLbzRHeFh3EAE,MADE,4,2021-04-16T23:01:51.650Z,,9,True,0,google_maps,2021-04-16,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUNLNnYzLVFBEAE,MADE,5,2021-04-01T23:03:34.938Z,,11,True,0,google_maps,2021-04-01,,False,0,,,,,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUR5OWJubUFnEAE,MADE,4,2021-03-15T16:24:11.517Z,,5,False,0,google_maps,2021-03-15,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUR5eGV2S3VnRRAB,MADE,5,2021-03-13T23:49:13.384Z,,6,False,0,google_maps,2021-03-13,,False,0,,,,,,,,,,,
